ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
AMZN,180,1,Naive,50,1.3995096874237074,0.012781169109404496
AMZN,180,1,XGBoost,50,1.6178951405310198,0.015102460047503033
AMZN,180,5,ARIMA,50,3.6885203306012566,0.03654386831967946
AMZN,180,5,Naive,50,3.681440057754518,0.03647092313470957
AMZN,180,5,XGBoost,50,4.177095356475635,0.042747074837265454
AMZN,180,10,ARIMA,50,4.366843134084973,0.04739850804319138
AMZN,180,10,Naive,50,4.314390630722045,0.04700341299933924
AMZN,180,10,XGBoost,50,5.737922241843036,0.06003289936295775
AMZN,180,20,ARIMA,50,6.955408840881616,0.07003605707788217
AMZN,180,20,Naive,50,6.938080244064329,0.06980189834466152
AMZN,180,20,XGBoost,50,8.507713269835183,0.08856301503274451
CVNA,30,1,ARIMA,50,0.810217008802313,0.04184396415659916
CVNA,30,1,Naive,50,0.7962804150581355,0.040335506963755756
CVNA,30,1,XGBoost,47,1.1292532989933073,0.057102070412410666
CVNA,30,5,ARIMA,50,1.6866898676390267,0.07840444448798488
CVNA,30,5,Naive,50,1.6874399518966672,0.0784439323658839
CVNA,30,5,XGBoost,47,2.022937716451698,0.09918477580290329
CVNA,30,10,ARIMA,50,2.889706386561947,0.14618560496605826
CVNA,30,10,Naive,50,2.8782399892807002,0.145377568214943
CVNA,30,10,XGBoost,47,3.8390412234620825,0.1693985974791047
CVNA,30,20,ARIMA,50,4.8988660112506714,0.2411803633766968
CVNA,30,20,Naive,50,4.890879995822907,0.24120823068783132
CVNA,30,20,XGBoost,46,6.816806192265508,0.3152210419964348
CVNA,60,1,ARIMA,50,0.7534660775937896,0.040792211008952375
CVNA,60,1,Naive,50,0.74556010723114,0.040855050265467555
CVNA,60,1,XGBoost,47,0.8339518725449806,0.04374161524923697
CVNA,60,5,ARIMA,50,2.1961939029503195,0.09235584847521781
CVNA,60,5,Naive,50,2.1820001077651976,0.09261775306808918
CVNA,60,5,XGBoost,47,2.3470447158388126,0.10588747273894604
CVNA,60,10,ARIMA,50,3.1338060272980446,0.1355841261423635
CVNA,60,10,Naive,50,3.1252399528026586,0.13610493284466024
CVNA,60,10,XGBoost,47,3.9136664496274376,0.16258774551619387
CVNA,60,20,ARIMA,50,5.746924268767765,0.21835524804801948
CVNA,60,20,Naive,50,5.735480304956436,0.21851899266294075
CVNA,60,20,XGBoost,47,7.5420339316040845,0.30876390381006746
CVNA,90,1,ARIMA,50,0.853424376298795,0.03912829487230514
CVNA,90,1,Naive,50,0.847760148048401,0.03868704561922894
CVNA,90,1,XGBoost,48,1.0948597346052755,0.05096603640237998
CVNA,90,5,ARIMA,50,1.6101588529057873,0.08639026001306388
CVNA,90,5,Naive,50,1.6044398474693302,0.08535353701501865
CVNA,90,5,XGBoost,48,2.1398772342897807,0.10818841856405048
CVNA,90,10,ARIMA,50,2.5152801702086354,0.1419840775575899
CVNA,90,10,Naive,50,2.5145598495006563,0.14141703885582207
